id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
AASDHPPT	ENSG00000149313	AASDHPPT	60496	AASDHPPT	12	0.053131	0.11321	0.59502	3507	5	-0.37432	0.99555	0.99511	1	18644	0	-0.37432
AASS	ENSG00000008311	AASS	10157	AASS	12	0.91043	0.89679	1	16588	1	-0.13467	0.80911	0.8696	1	15896	1	-0.13467
AATF	ENSG00000275700	AATF	26574	AATF	12	0.4181	0.52947	0.94029	10622	2	-0.07273	0.096031	0.19154	0.736978	4882	2	-0.07273
AATK	ENSG00000181409	AATK	9625	AATK	12	0.2798	0.41418	0.896339	8671	4	0.23468	0.033109	0.059108	0.403252	2770	5	0.23468
ABAT	ENSG00000183044	ABAT	18	ABAT	12	0.74832	0.79195	1	14740	1	-0.043755	0.15125	0.27944	0.835181	6312	2	-0.043755
ABCA1	ENSG00000165029	ABCA1	19	ABCA1	12	0.49202	0.59812	0.969932	11649	1	0.35388	0.00087752	0.0016472	0.065871	471	6	0.35388
ABCA10	ENSG00000154263	ABCA10	10349	ABCA10	12	0.98104	0.97263	1	18096	0	0.11229	0.453	0.61434	1	11528	3	0.11229
ABCA12	ENSG00000144452	ABCA12	26154	ABCA12	12	0.037226	0.07528	0.48441	2936	4	0.0085927	0.73203	0.81935	1	14963	2	0.0085927
ABCA13	ENSG00000179869	ABCA13	154664	ABCA13	12	0.30925	0.44289	0.901571	9246	4	-0.25381	0.84331	0.89389	1	16393	2	-0.25381
ABCA2	ENSG00000107331	ABCA2	20	ABCA2	12	0.15747	0.25309	0.758836	6283	3	-0.03701	0.7406	0.8251	1	15051	2	-0.03701
ABCA3	ENSG00000167972	ABCA3	21	ABCA3	12	0.37105	0.49182	0.921743	10034	1	0.079855	0.047429	0.092535	0.523387	3344	4	0.079855
ABCA4	ENSG00000198691	ABCA4	24	ABCA4	12	0.37293	0.4924	0.921743	10058	3	-0.04955	0.011154	0.023912	0.282218	1598	4	-0.04955
ABCA5	ENSG00000154265	ABCA5	23461	ABCA5	12	0.41017	0.52174	0.934615	10536	3	-0.26007	0.31902	0.49245	0.980654	9458	2	-0.26007
ABCA6	ENSG00000154262	ABCA6	23460	ABCA6	12	0.48516	0.58985	0.963439	11541	1	-0.065762	0.49415	0.64422	1	12036	1	-0.065762
ABCA7	ENSG00000064687	ABCA7	10347	ABCA7	12	0.32606	0.45413	0.901914	9472	1	0.15312	0.42649	0.59615	1	11160	3	0.15312
ABCA8	ENSG00000141338	ABCA8	10351	ABCA8	12	0.92134	0.90431	1	16737	1	0.15244	0.31558	0.48887	0.980641	9392	2	0.15244
ABCA9	ENSG00000154258	ABCA9	10350	ABCA9	12	0.54957	0.66557	0.999593	12481	3	0.1979	0.23428	0.38361	0.908177	7951	4	0.1979
ABCB1	ENSG00000085563	ABCB1	5243	ABCB1	12	0.0010868	0.002267	0.082161	522	8	-0.51654	0.99926	0.99931	1	18833	0	-0.51654
ABCB10	ENSG00000135776	ABCB10	23456	ABCB10	12	0.95451	0.93603	1	17326	1	0.82566	1.4259e-09	2.615e-07	0.000101	24	9	0.82566
ABCB11	ENSG00000073734	ABCB11	8647	ABCB11	12	0.9555	0.93779	1	17347	1	0.30282	0.046431	0.089982	0.515104	3300	6	0.30282
ABCB4	ENSG00000005471	ABCB4	5244	ABCB4	12	0.10567	0.18413	0.678096	5121	2	0.19202	0.04968	0.097951	0.537326	3444	4	0.19202
ABCB5	ENSG00000004846	ABCB5	340273	ABCB5	12	0.95057	0.92947	1	17224	1	-0.058177	0.20473	0.34592	0.874097	7461	2	-0.058177
ABCB6	ENSG00000115657	ABCB6	10058	ABCB6	12	0.023883	0.046037	0.381335	2276	5	-0.24472	0.27305	0.43389	0.949585	8612	2	-0.24472
ABCB7	ENSG00000131269	ABCB7	22	ABCB7	12	0.016555	0.036544	0.367787	1874	4	0.074966	0.1647	0.30234	0.846031	6655	5	0.074966
ABCB8	ENSG00000197150	ABCB8	11194	ABCB8	12	0.24507	0.36121	0.850514	7996	2	0.11866	0.67173	0.79346	1	14369	2	0.11866
ABCB9	ENSG00000150967	ABCB9	23457	ABCB9	12	0.7958	0.83929	1	15442	1	0.15565	0.35921	0.55101	1	10256	3	0.15565
ABCC1	ENSG00000103222	ABCC1	4363	ABCC1	12	0.35055	0.47266	0.910985	9781	3	-0.04517	0.16797	0.30421	0.846031	6744	2	-0.04517
ABCC10	ENSG00000124574	ABCC10	89845	ABCC10	12	0.64266	0.71944	1	13516	1	0.084381	0.77052	0.84154	1	15409	1	0.084381
ABCC11	ENSG00000121270	ABCC11	85320	ABCC11	12	0.64852	0.72405	1	13577	2	0.22196	0.13669	0.25007	0.79579	5920	5	0.22196
ABCC12	ENSG00000140798	ABCC12	94160	ABCC12	12	0.0065963	0.017395	0.272838	1179	4	0.12211	0.51842	0.66271	1	12367	3	0.12211
ABCC2	ENSG00000023839	ABCC2	1244	ABCC2	12	0.17845	0.27971	0.788445	6695	4	-0.018182	0.25941	0.41148	0.925698	8395	2	-0.018182
ABCC3	ENSG00000108846	ABCC3	8714	ABCC3	12	0.0004477	0.00081144	0.044397	346	5	-0.21886	0.44047	0.60649	1	11353	3	-0.21886
ABCC4	ENSG00000125257	ABCC4	10257	ABCC4	12	0.55092	0.66748	0.999593	12508	3	0.039861	0.42444	0.59574	1	11127	3	0.039861
ABCC5	ENSG00000114770	ABCC5	10057	ABCC5	12	0.07831	0.15387	0.657785	4314	4	-0.1288	0.98536	0.98235	1	18324	0	-0.1288
ABCC6	ENSG00000091262	ABCC6	368	ABCC6	12	0.32891	0.45556	0.901914	9512	3	0.15974	0.67069	0.79176	1	14359	2	0.15974
ABCC8	ENSG00000006071	ABCC8	6833	ABCC8	12	0.76362	0.8069	1	14957	2	0.1754	0.09446	0.19102	0.736978	4836	5	0.1754
ABCC9	ENSG00000069431	ABCC9	10060	ABCC9	12	0.78227	0.8242	1	15227	2	0.25872	0.043484	0.08061	0.473927	3208	6	0.25872
ABCD1	ENSG00000101986	ABCD1	215	ABCD1	12	0.19101	0.29724	0.801865	6929	3	-0.19923	0.20155	0.34057	0.867638	7408	3	-0.19923
ABCD2	ENSG00000173208	ABCD2	225	ABCD2	12	0.24737	0.36339	0.852154	8044	4	-0.23054	0.93492	0.9393	1	17252	1	-0.23054
ABCD3	ENSG00000117528	ABCD3	5825	ABCD3	12	0.95238	0.93292	1	17271	1	0.14079	0.4831	0.6347	1	11885	3	0.14079
ABCD4	ENSG00000119688	ABCD4	5826	ABCD4	12	0.90642	0.89414	1	16537	1	0.31328	0.35111	0.53509	0.99782	10091	4	0.31328
ABCE1	ENSG00000164163	ABCE1	6059	ABCE1	12	0.72648	0.77774	1	14466	2	-0.057942	0.2439	0.39231	0.912042	8122	4	-0.057942
ABCF1	ENSG00000204574	ABCF1	23	ABCF1	12	0.71892	0.7722	1	14381	1	0.20181	0.29316	0.46212	0.968582	8966	4	0.20181
ABCF2	ENSG00000033050	ABCF2	10061	ABCF2	12	0.58619	0.68985	0.999593	12977	2	-0.046174	0.11602	0.21893	0.765344	5401	5	-0.046174
ABCF3	ENSG00000161204	ABCF3	55324	ABCF3	12	0.70194	0.7583	1	14165	2	-0.20274	0.083136	0.16974	0.701443	4560	3	-0.20274
ABCG1	ENSG00000160179	ABCG1	9619	ABCG1	12	0.9852	0.97972	1	18220	0	0.68901	0.0013008	0.0024762	0.084839	547	8	0.68901
ABCG2	ENSG00000118777	ABCG2	9429	ABCG2	12	0.81396	0.84861	1	15734	2	0.18836	0.080191	0.16577	0.696925	4470	4	0.18836
ABCG4	ENSG00000172350	ABCG4	64137	ABCG4	12	0.36507	0.48343	0.917758	9948	3	0.12793	0.003805	0.0082883	0.166577	941	5	0.12793
ABCG5	ENSG00000138075	ABCG5	64240	ABCG5	2	0.79209	0.78956	1	15384	0	0.10747	0.60213	0.59599	1	13581	0	0.10747
ABCG8	ENSG00000143921	ABCG8	64241	ABCG8	10	0.95461	0.93731	1	17327	0	0.18957	0.6813	0.76091	1	14455	2	0.18957
ABHD1	ENSG00000143994	ABHD1	84696	ABHD1	12	0.93536	0.91891	1	16928	1	-0.12365	0.025693	0.046989	0.357819	2469	2	-0.12365
ABHD10	ENSG00000144827	ABHD10	55347	ABHD10	12	0.95768	0.94032	1	17409	1	-0.015468	0.157	0.28765	0.84309	6437	3	-0.015468
ABHD11	ENSG00000106077	ABHD11	83451	ABHD11	12	0.7858	0.82975	1	15278	2	0.28508	0.016701	0.033822	0.321912	1986	5	0.28508
ABHD12	ENSG00000100997	ABHD12	26090	ABHD12	12	0.084464	0.16001	0.663724	4506	5	-0.39579	0.99986	0.9999	1	18885	0	-0.39579
ABHD12B	ENSG00000131969	ABHD12B	145447	ABHD12B	12	0.25468	0.37709	0.869306	8187	4	0.018111	0.0041534	0.0093061	0.181062	972	4	0.018111
ABHD13	ENSG00000139826	ABHD13	84945	ABHD13	12	0.0075453	0.018458	0.27315	1274	3	-0.081715	0.40382	0.58651	1	10883	3	-0.081715
ABHD14A-ACY1	ENSG00000114786	ABHD14A-ACY1	100526760	ABHD14A-ACY1	12	0.033682	0.071037	0.483568	2767	4	-0.26792	0.99434	0.99419	1	18603	0	-0.26792
ABHD14B	ENSG00000114779	ABHD14B	84836	ABHD14B	12	0.027546	0.050435	0.387338	2461	6	-0.36947	0.53332	0.67832	1	12578	1	-0.36947
ABHD15	ENSG00000168792	ABHD15	116236	ABHD15	12	0.96074	0.94256	1	17484	1	0.13779	0.10487	0.20665	0.758181	5113	5	0.13779
ABHD16A	ENSG00000204427	ABHD16A	7920	ABHD16A	12	0.1327	0.22661	0.730257	5848	5	-0.2181	0.49553	0.6457	1	12054	3	-0.2181
ABHD16B	ENSG00000183260	ABHD16B	140701	ABHD16B	12	0.25048	0.36794	0.856243	8114	3	-0.11496	0.72785	0.81805	1	14924	1	-0.11496
ABHD17A	ENSG00000129968	ABHD17A	81926	ABHD17A	12	0.15419	0.25003	0.756897	6226	3	-0.11957	0.40948	0.58994	1	10945	3	-0.11957
ABHD17B	ENSG00000107362	ABHD17B	51104	ABHD17B	12	0.020662	0.042169	0.378337	2106	4	-0.11713	0.083522	0.16974	0.701443	4573	4	-0.11713
ABHD17C	ENSG00000136379	ABHD17C	58489	ABHD17C	12	0.00039121	0.00065611	0.037845	329	6	-0.59486	0.41908	0.59311	1	11057	3	-0.59486
ABHD2	ENSG00000140526	ABHD2	11057	ABHD2	12	0.39864	0.51481	0.932521	10386	2	0.053052	0.58668	0.72547	1	13340	3	0.053052
ABHD3	ENSG00000158201	ABHD3	171586	ABHD3	12	0.55289	0.6684	0.999593	12539	3	0.13921	0.17341	0.31169	0.852039	6891	4	0.13921
ABHD4	ENSG00000100439	ABHD4	63874	ABHD4	12	0.99091	0.98785	1	18448	0	0.291	0.085976	0.1759	0.714595	4629	5	0.291
ABHD5	ENSG00000011198	ABHD5	51099	ABHD5	12	0.96369	0.94514	1	17550	0	-0.10988	0.36024	0.55168	1	10277	1	-0.10988
ABHD6	ENSG00000163686	ABHD6	57406	ABHD6	12	0.83626	0.86535	1	15907	1	-0.10681	0.15344	0.28352	0.839566	6360	2	-0.10681
ABHD8	ENSG00000127220	ABHD8	79575	ABHD8	12	0.33226	0.45694	0.901914	9550	1	-0.12555	0.0068989	0.014561	0.22159	1242	3	-0.12555
ABI1	ENSG00000136754	ABI1	10006	ABI1	12	0.55157	0.6684	0.999593	12521	3	-0.23043	0.50316	0.65167	1	12149	2	-0.23043
ABI2	ENSG00000138443	ABI2	10152	ABI2	12	0.69164	0.75062	1	14031	1	0.21899	0.036239	0.065598	0.42529	2916	6	0.21899
ABI3	ENSG00000108798	ABI3	51225	ABI3	12	0.46952	0.58038	0.963439	11321	3	0.17775	0.23057	0.37863	0.90571	7895	3	0.17775
ABI3BP	ENSG00000154175	ABI3BP	25890	ABI3BP	12	0.00022655	0.00043802	0.029824	272	7	-0.69262	0.97137	0.96634	1	17896	1	-0.69262
ABL1	ENSG00000097007	ABL1	25	ABL1	12	0.080887	0.15501	0.657785	4399	5	-0.33292	0.72107	0.81142	1	14853	1	-0.33292
ABL2	ENSG00000143322	ABL2	27	ABL2	12	0.41866	0.52947	0.94029	10633	3	0.0092847	0.14585	0.26759	0.819715	6166	4	0.0092847
ABLIM1	ENSG00000099204	ABLIM1	3983	ABLIM1	12	0.015735	0.03455	0.355668	1827	6	-0.27775	0.28445	0.44512	0.953442	8808	3	-0.27775
ABLIM2	ENSG00000163995	ABLIM2	84448	ABLIM2	12	0.046553	0.10101	0.57702	3295	5	0.059575	0.15298	0.28317	0.839566	6349	3	0.059575
ABLIM3	ENSG00000173210	ABLIM3	22885	ABLIM3	12	0.032635	0.064164	0.446778	2702	4	-0.17685	0.38482	0.57343	1	10669	3	-0.17685
ABO	ENSG00000175164	ABO	28	ABO	12	0.019487	0.040587	0.374745	2037	4	-0.018751	0.13042	0.24029	0.787686	5761	4	-0.018751
ABR	ENSG00000159842	ABR	29	ABR	12	0.80106	0.84148	1	15517	2	0.34442	0.052083	0.10408	0.551721	3545	6	0.34442
ABRA	ENSG00000174429	ABRA	137735	ABRA	12	0.1117	0.19573	0.696629	5292	5	-0.14802	0.65118	0.78191	1	14175	2	-0.14802
ABRACL	ENSG00000146386	ABRACL	58527	ABRACL	12	0.19149	0.29788	0.801865	6935	4	-0.21402	0.25101	0.40399	0.922046	8245	1	-0.21402
ABT1	ENSG00000146109	ABT1	29777	ABT1	12	0.42066	0.53224	0.942516	10654	3	0.11889	0.08532	0.17168	0.701802	4616	4	0.11889
ABTB1	ENSG00000114626	ABTB1	80325	ABTB1	12	0.27614	0.41064	0.896339	8594	3	-0.20868	0.97647	0.97396	1	18043	0	-0.20868
ABTB2	ENSG00000166016	ABTB2	25841	ABTB2	12	0.2588	0.38639	0.881208	8269	2	0.19449	0.36622	0.55595	1	10403	4	0.19449
ACAA1	ENSG00000060971	ACAA1	30	ACAA1	12	0.50865	0.6261	0.99031	11881	3	-0.046805	0.33407	0.51825	0.994469	9759	3	-0.046805
ACAA2	ENSG00000167315	ACAA2	10449	ACAA2	12	0.99909	0.99885	1	18831	0	0.21844	0.05625	0.11179	0.566031	3726	5	0.21844
ACACA	ENSG00000278540	ACACA	31	ACACA	12	0.55431	0.6684	0.999593	12559	1	0.43909	0.0092845	0.019564	0.254034	1455	7	0.43909
ACACB	ENSG00000076555	ACACB	32	ACACB	12	0.76896	0.81405	1	15034	1	0.099251	0.32011	0.49382	0.980953	9479	3	0.099251
ACAD10	ENSG00000111271	ACAD10	80724	ACAD10	12	0.26877	0.39879	0.889101	8453	2	-0.025154	0.97961	0.97734	1	18139	0	-0.025154
ACAD11	ENSG00000240303	ACAD11	84129	ACAD11	12	0.24743	0.36339	0.852154	8045	2	0.45717	0.0013968	0.0026927	0.088962	573	7	0.45717
ACAD9	ENSG00000177646	ACAD9	28976	ACAD9	12	0.45196	0.56484	0.960905	11087	2	0.018137	0.27688	0.43693	0.949758	8685	4	0.018137
ACADL	ENSG00000115361	ACADL	33	ACADL	12	0.3714	0.49182	0.921743	10039	1	0.29595	0.033925	0.060511	0.4068	2812	6	0.29595
ACADM	ENSG00000117054	ACADM	34	ACADM	12	0.55731	0.6724	0.999593	12613	1	-0.019877	0.76402	0.83858	1	15326	1	-0.019877
ACADS	ENSG00000122971	ACADS	35	ACADS	12	0.00022505	0.00043645	0.029824	269	3	0.079549	0.19005	0.327	0.855865	7206	2	0.079549
ACADSB	ENSG00000196177	ACADSB	36	ACADSB	4	0.45299	0.44005	0.901571	11104	1	-0.29575	0.89057	0.88714	1	16846	0	-0.29575
ACADVL	ENSG00000072778	ACADVL	37	ACADVL	12	0.27765	0.41289	0.896339	8640	4	-0.17023	0.98361	0.98049	1	18268	0	-0.17023
ACAN	ENSG00000157766	ACAN	176	ACAN	12	0.055245	0.11505	0.59502	3581	3	0.10672	0.52486	0.66929	1	12466	2	0.10672
ACAP1	ENSG00000072818	ACAP1	9744	ACAP1	12	0.81575	0.85057	1	15758	2	0.13897	0.15088	0.27944	0.835181	6302	5	0.13897
ACAP2	ENSG00000114331	ACAP2	23527	ACAP2	12	0.96718	0.95071	1	17657	0	0.24872	0.0093671	0.019802	0.254086	1469	5	0.24872
ACAP3	ENSG00000131584	ACAP3	116983	ACAP3	12	0.072573	0.14114	0.645415	4120	3	-0.17396	0.16676	0.30325	0.846031	6707	2	-0.17396
ACAT1	ENSG00000075239	ACAT1	38	ACAT1	12	0.96064	0.94233	1	17479	1	0.48777	0.00091688	0.0016943	0.066132	484	7	0.48777
ACAT2	ENSG00000120437	ACAT2	39	ACAT2	12	0.65665	0.73374	1	13659	2	-0.080909	0.51627	0.66074	1	12334	3	-0.080909
ACBD3	ENSG00000182827	ACBD3	64746	ACBD3	12	0.0020918	0.0040305	0.105671	714	6	-0.68314	0.85806	0.9073	1	16608	1	-0.68314
ACBD4	ENSG00000181513	ACBD4	79777	ACBD4	12	0.08193	0.15531	0.657785	4432	4	-0.075444	0.098525	0.19454	0.736978	4947	4	-0.075444
ACBD5	ENSG00000107897	ACBD5	91452	ACBD5	12	0.0050261	0.014288	0.259664	1027	5	-0.081052	0.60515	0.74598	1	13623	2	-0.081052
ACBD6	ENSG00000230124	ACBD6	84320	ACBD6	12	0.38908	0.50752	0.929549	10262	2	-0.087562	0.37644	0.56911	1	10568	3	-0.087562
ACBD7	ENSG00000176244	ACBD7	414149	ACBD7	12	0.53336	0.65238	0.999252	12229	3	-0.19172	0.81414	0.87285	1	15966	1	-0.19172
ACCS	ENSG00000110455	ACCS	84680	ACCS	12	0.61013	0.70357	0.999593	13204	1	0.049984	0.58562	0.72178	1	13325	3	0.049984
ACCSL	ENSG00000205126	ACCSL	390110	ACCSL	12	0.055386	0.11505	0.59502	3583	5	-0.25343	0.2348	0.38361	0.908177	7965	4	-0.25343
ACD	ENSG00000102977	ACD	65057	ACD	12	0.44143	0.55435	0.955971	10942	2	0.0049544	0.28144	0.44367	0.953048	8760	4	0.0049544
ACE	ENSG00000159640	ACE	1636	ACE	12	0.0020588	0.0039688	0.105671	709	7	-0.48705	0.98485	0.98179	1	18314	0	-0.48705
ACE2	ENSG00000130234	ACE2	59272	ACE2	12	0.27065	0.40401	0.896156	8491	4	-0.33382	0.67193	0.79346	1	14372	2	-0.33382
ACER1	ENSG00000167769	ACER1	125981	ACER1	12	0.12569	0.21888	0.723769	5675	5	-0.31841	0.39157	0.57819	1	10749	2	-0.31841
ACER2	ENSG00000177076	ACER2	340485	ACER2	12	0.0084908	0.020166	0.281206	1355	6	-0.36175	0.69547	0.80183	1	14579	2	-0.36175
ACER3	ENSG00000078124	ACER3	55331	ACER3	12	0.50013	0.61381	0.983927	11760	2	-0.0641	0.11009	0.21161	0.760104	5254	3	-0.0641
ACHE	ENSG00000087085	ACHE	43	ACHE	12	0.014036	0.032599	0.353635	1738	5	-0.36449	0.82955	0.88448	1	16193	1	-0.36449
ACIN1	ENSG00000100813	ACIN1	22985	ACIN1	12	0.39768	0.51393	0.932521	10377	3	-0.06255	0.98227	0.97879	1	18228	0	-0.06255
ACKR1	ENSG00000213088	ACKR1	2532	ACKR1	12	0.78529	0.82791	1	15270	1	0.25039	0.44486	0.60811	1	11415	3	0.25039
ACKR2	ENSG00000144648	ACKR2	1238	ACKR2	12	0.90273	0.89235	1	16495	1	0.14775	0.73515	0.82235	1	14988	2	0.14775
ACKR3	ENSG00000144476	ACKR3	57007	ACKR3	12	0.0067525	0.017575	0.272838	1198	3	-0.012107	0.71818	0.81063	1	14820	1	-0.012107
ACKR4	ENSG00000129048	ACKR4	51554	ACKR4	12	0.9547	0.9369	1	17331	1	-0.13598	0.21792	0.3691	0.903657	7685	3	-0.13598
ACLY	ENSG00000131473	ACLY	47	ACLY	12	0.084554	0.16014	0.663724	4512	5	-0.28868	0.99519	0.99488	1	18628	0	-0.28868
ACMSD	ENSG00000153086	ACMSD	130013	ACMSD	12	0.42834	0.53913	0.944113	10772	3	0.085748	0.22399	0.37657	0.903657	7781	4	0.085748
ACO1	ENSG00000122729	ACO1	48	ACO1	12	0.094531	0.17177	0.669932	4819	3	-0.11009	0.43137	0.59842	1	11233	3	-0.11009
ACO2	ENSG00000100412	ACO2	50	ACO2	12	0.38574	0.50444	0.929549	10220	3	-0.1762	0.80936	0.8696	1	15897	2	-0.1762
ACOD1	ENSG00000102794	ACOD1	730249	ACOD1	12	0.36695	0.48737	0.921743	9967	1	-0.13132	0.19269	0.33221	0.857843	7247	3	-0.13132
ACOT1	ENSG00000184227	ACOT1	641371	ACOT1	12	0.55797	0.6724	0.999593	12624	3	0.1438	0.13088	0.24153	0.789439	5770	4	0.1438
ACOT11	ENSG00000162390	ACOT11	26027	ACOT11	12	0.23421	0.34789	0.844337	7776	4	-0.12881	0.99652	0.99653	1	18693	0	-0.12881
ACOT12	ENSG00000172497	ACOT12	134526	ACOT12	12	0.044393	0.098954	0.576759	3233	4	0.028893	0.27644	0.43656	0.949611	8678	4	0.028893
ACOT13	ENSG00000112304	ACOT13	55856	ACOT13	12	0.12007	0.21264	0.723769	5508	3	-0.27352	0.70905	0.8077	1	14726	1	-0.27352
ACOT2	ENSG00000119673	ACOT2	10965	ACOT2	12	0.29323	0.42659	0.899326	8925	4	-0.0039407	0.028923	0.050605	0.366214	2614	5	-0.0039407
ACOT4	ENSG00000177465	ACOT4	122970	ACOT4	12	0.87877	0.88063	1	16243	1	0.48155	0.0016502	0.0031979	0.0999	605	7	0.48155
ACOT6	ENSG00000205669	ACOT6	641372	ACOT6	12	0.81271	0.84798	1	15712	1	0.026233	0.58213	0.71855	1	13275	3	0.026233
ACOT7	ENSG00000097021	ACOT7	11332	ACOT7	12	0.51992	0.63674	0.995164	12041	3	-0.023987	0.086721	0.1759	0.714595	4649	3	-0.023987
ACOT8	ENSG00000101473	ACOT8	10005	ACOT8	4	0.88236	0.86534	1	16272	0	0.44533	0.016647	0.022246	0.271576	1981	3	0.44533
ACOT9	ENSG00000123130	ACOT9	23597	ACOT9	12	0.053952	0.11321	0.59502	3538	4	-0.14881	0.53096	0.67642	1	12548	2	-0.14881
ACOX1	ENSG00000161533	ACOX1	51	ACOX1	12	0.95119	0.93164	1	17247	1	0.35967	0.019271	0.037619	0.332636	2125	6	0.35967
ACOX2	ENSG00000168306	ACOX2	8309	ACOX2	12	0.87414	0.8784	1	16200	1	0.47773	0.0018614	0.0036806	0.105525	644	8	0.47773
ACOX3	ENSG00000087008	ACOX3	8310	ACOX3	12	0.35565	0.47594	0.912932	9840	3	0.028187	0.96602	0.96046	1	17766	1	0.028187
ACOXL	ENSG00000153093	ACOXL	55289	ACOXL	12	0.092502	0.16875	0.668324	4759	2	0.19337	0.11793	0.22203	0.767142	5451	3	0.19337
ACP1	ENSG00000143727	ACP1	52	ACP1	12	0.28129	0.41478	0.896339	8701	4	-0.27305	0.84296	0.89389	1	16386	1	-0.27305
ACP2	ENSG00000134575	ACP2	53	ACP2	12	0.31567	0.44904	0.901571	9344	3	0.039809	0.024037	0.045358	0.357743	2383	2	0.039809
ACP5	ENSG00000102575	ACP5	54	ACP5	12	0.7758	0.81924	1	15127	1	0.32451	0.014023	0.029274	0.304864	1798	7	0.32451
ACP6	ENSG00000162836	ACP6	51205	ACP6	12	0.080489	0.15473	0.657785	4385	4	-0.16459	0.87746	0.91318	1	16736	1	-0.16459
