id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
BTN1A1	ENSG00000124557	BTN1A1	696	BTN1A1	8	0.2216	0.37847	0.796388	421	3	-0.39809	0.30037	0.32218	1	257	0	-0.39809
BTN2A1	ENSG00000112763	BTN2A1	11120	BTN2A1	6	0.21271	0.34022	0.767924	413	3	-0.46312	0.62339	0.71081	1	515	0	-0.46312
BTN2A2	ENSG00000124508	BTN2A2	10385	BTN2A2	6	0.9579	0.92985	0.994958	834	0	-0.1004	0.087759	0.11429	1	78	0	-0.1004
BTN3A1	ENSG00000026950	BTN3A1	11119	BTN3A1	5	0.75762	0.72501	0.952018	733	1	-0.30253	0.79551	0.85954	1	667	0	-0.30253
BTN3A2	ENSG00000186470	BTN3A2	11118	BTN3A2	4	0.15379	0.23357	0.667807	345	2	-0.45009	0.40775	0.47742	1	345	0	-0.45009
BTN3A3	ENSG00000111801	BTN3A3	10384	BTN3A3	5	0.090307	0.15709	0.620849	257	2	-0.61492	0.66451	0.74454	1	549	0	-0.61492
BTNL2	ENSG00000204290	BTNL2	56244	BTNL2	8	0.10424	0.20692	0.631273	288	1	-0.42057	0.3026	0.32774	1	259	0	-0.42057
BTNL3	ENSG00000168903	BTNL3	10917	BTNL3	6	0.31878	0.46597	0.820697	523	1	-0.32002	0.49238	0.57553	1	413	0	-0.32002
BTNL8	ENSG00000113303	BTNL8	79908	BTNL8	6	0.10324	0.19508	0.624377	285	4	-0.52544	0.97688	0.98807	1	864	0	-0.52544
BTNL9	ENSG00000165810	BTNL9	153579	BTNL9	5	0.26487	0.38676	0.797848	472	2	-0.56618	0.46752	0.53968	1	396	0	-0.56618
BUB1	ENSG00000169679	BUB1	699	BUB1	8	0.49405	0.63299	0.907157	625	3	-0.33466	0.23779	0.26128	1	203	0	-0.33466
C17orf99	ENSG00000187997	C17orf99	100141515	C17orf99	6	0.14951	0.25292	0.690787	340	3	-0.5062	0.72571	0.80191	1	612	0	-0.5062
C1QA	ENSG00000173372	C1QA	712	C1QA	8	0.74538	0.80491	0.986167	726	2	-0.33642	0.83982	0.90322	1	706	0	-0.33642
C1QB	ENSG00000173369	C1QB	713	C1QB	7	0.16624	0.29887	0.734936	365	4	-0.35485	0.083605	0.10707	1	73	0	-0.35485
C1QBP	ENSG00000108561	C1QBP	708	C1QBP	8	0.082588	0.17689	0.620849	242	3	-0.66645	0.87368	0.92678	1	743	0	-0.66645
C1QC	ENSG00000159189	C1QC	714	C1QC	7	0.96445	0.93679	0.994958	837	0	-0.026827	0.63452	0.71916	1	524	0	-0.026827
C1R	ENSG00000159403	C1R	715	C1R	8	0.18808	0.32756	0.755922	386	4	-0.59239	0.91999	0.95642	1	790	0	-0.59239
C1RL	ENSG00000139178	C1RL	51279	C1RL	8	0.49246	0.63298	0.907157	621	3	-0.30891	0.12888	0.17734	1	110	0	-0.30891
C1S	ENSG00000182326	C1S	716	C1S	8	0.76324	0.81568	0.986167	734	2	-0.19992	0.4987	0.5691	1	419	0	-0.19992
C2	ENSG00000166278	C2	717	C2	8	0.53925	0.67586	0.92404	655	2	-0.29011	0.37411	0.45133	1	314	0	-0.29011
C20orf196	ENSG00000171984	C20orf196	149840	C20orf196	8	0.22405	0.38137	0.796388	427	2	-0.41186	0.76242	0.837	1	639	0	-0.41186
C3	ENSG00000125730	C3	718	C3	8	0.48926	0.63015	0.907157	616	3	-0.203	0.030602	0.048982	1	27	1	-0.203
C4A	ENSG00000244731	C4A	720	C4A	3	0.074233	0.11798	0.620849	219	2	-0.62623	0.78593	0.8345	1	659	0	-0.62623
C4B	ENSG00000224389	C4B	721	C4B	3	0.1124	0.16462	0.620849	300	2	-0.68949	0.078153	0.083859	1	66	0	-0.68949
C4BPA	ENSG00000123838	C4BPA	722	C4BPA	8	0.97388	0.95203	0.994958	858	0	-0.078129	0.22078	0.23661	1	190	0	-0.078129
C4BPB	ENSG00000123843	C4BPB	725	C4BPB	8	0.15065	0.28259	0.723813	343	3	-0.45424	0.31072	0.33857	1	266	0	-0.45424
C5	ENSG00000106804	C5	727	C5	8	0.4742	0.62392	0.907157	605	2	-0.24774	0.43358	0.50072	1	367	0	-0.24774
C6	ENSG00000039537	C6	729	C6	8	0.5796	0.69736	0.938152	667	1	-0.33964	0.84919	0.91094	1	717	0	-0.33964
C7	ENSG00000112936	C7	730	C7	8	0.49268	0.63298	0.907157	622	2	-0.24776	0.35009	0.41307	1	292	0	-0.24776
C8A	ENSG00000157131	C8A	731	C8A	8	0.81258	0.84982	0.986167	767	1	-0.20775	0.16342	0.19801	1	137	0	-0.20775
C8B	ENSG00000021852	C8B	732	C8B	8	0.12366	0.24048	0.672114	315	3	-0.3468	0.27774	0.28578	1	238	0	-0.3468
C8G	ENSG00000176919	C8G	733	C8G	5	0.82028	0.78362	0.978171	772	1	-0.018527	0.23508	0.27707	1	199	0	-0.018527
C9	ENSG00000113600	C9	735	C9	8	0.56574	0.69128	0.934464	663	2	-0.32277	0.50916	0.57239	1	431	0	-0.32277
CA2	ENSG00000104267	CA2	760	CA2	8	0.72898	0.79522	0.984386	720	2	-0.2443	0.33245	0.39291	1	281	0	-0.2443
CACNA1F	ENSG00000102001	CACNA1F	778	CACNA1F	8	0.080889	0.17535	0.620849	235	1	-0.41538	0.18407	0.20469	1	158	0	-0.41538
CADM1	ENSG00000182985	CADM1	23705	CADM1	8	0.15468	0.2841	0.723813	347	3	-0.53061	0.38947	0.46539	1	327	0	-0.53061
CALU	ENSG00000128595	CALU	813	CALU	8	0.022612	0.066603	0.554294	101	4	-0.89927	0.99032	0.99513	1	879	0	-0.89927
CAMK4	ENSG00000152495	CAMK4	814	CAMK4	8	0.16433	0.29661	0.731398	363	3	-0.46806	0.50092	0.57238	1	420	0	-0.46806
CARD11	ENSG00000198286	CARD11	84433	CARD11	8	0.025642	0.071539	0.554294	109	3	-0.64823	0.75951	0.83538	1	636	0	-0.64823
CARM1	ENSG00000142453	CARM1	10498	CARM1	6	0.29796	0.44945	0.797848	506	2	-0.37931	0.56214	0.64161	1	459	0	-0.37931
CASP3	ENSG00000164305	CASP3	836	CASP3	8	0.11344	0.22721	0.665082	302	2	-0.42215	0.76097	0.83699	1	637	0	-0.42215
CAV1	ENSG00000105974	CAV1	857	CAV1	8	0.97014	0.94922	0.994958	852	0	-0.09585	0.409	0.4793	1	347	0	-0.09585
CBX1	ENSG00000108468	CBX1	10951	CBX1	8	0.14142	0.26189	0.699443	332	4	-0.62554	0.95697	0.97465	1	837	0	-0.62554
CBX2	ENSG00000173894	CBX2	84733	CBX2	8	0.065626	0.15097	0.620849	201	3	-0.57218	0.606	0.69019	1	496	0	-0.57218
CBX3	ENSG00000122565	CBX3	11335	CBX3	8	0.21704	0.37043	0.792319	419	3	-0.30911	0.24099	0.26128	1	207	0	-0.30911
CBX4	ENSG00000141582	CBX4	8535	CBX4	8	0.41156	0.5718	0.898467	565	1	-0.2765	0.64679	0.72508	1	533	0	-0.2765
CBX5	ENSG00000094916	CBX5	23468	CBX5	8	0.028445	0.073437	0.554294	116	4	-0.87768	0.92696	0.95941	1	800	0	-0.87768
CBX6	ENSG00000183741	CBX6	23466	CBX6	8	0.40707	0.56948	0.897626	561	1	-0.21276	0.42298	0.48811	1	360	0	-0.21276
CBX7	ENSG00000100307	CBX7	23492	CBX7	4	0.86301	0.80417	0.986167	785	0	-0.24359	0.8372	0.88374	1	704	0	-0.24359
CBX8	ENSG00000141570	CBX8	57332	CBX8	8	0.51134	0.6511	0.91381	636	2	-0.27722	0.29365	0.31643	1	250	0	-0.27722
CCDC88B	ENSG00000168071	CCDC88B	283234	CCDC88B	8	0.14929	0.28212	0.723813	339	4	-0.32615	0.26541	0.27938	1	227	0	-0.32615
CCL21	ENSG00000137077	CCL21	6366	CCL21	6	0.23502	0.37076	0.792319	436	2	-0.53949	0.12184	0.15176	1	103	0	-0.53949
CCL5	ENSG00000271503	CCL5	6352	CCL5	4	0.4924	0.54262	0.882851	620	1	-0.29091	0.49848	0.58589	1	418	0	-0.29091
CCND3	ENSG00000112576	CCND3	896	CCND3	6	0.19386	0.31718	0.755197	393	2	-0.44151	0.049665	0.070162	1	41	1	-0.44151
CCR2	ENSG00000121807	CCR2	729230	CCR2	8	0.060751	0.13554	0.620849	188	5	-0.64183	0.94885	0.97004	1	829	0	-0.64183
CCR6	ENSG00000112486	CCR6	1235	CCR6	8	0.055183	0.12682	0.620849	173	3	-0.54862	0.66361	0.74037	1	548	0	-0.54862
CCR7	ENSG00000126353	CCR7	1236	CCR7	8	0.95085	0.92863	0.994958	824	1	-0.063781	0.27544	0.28578	1	235	0	-0.063781
CCRL2	ENSG00000121797	CCRL2	9034	CCRL2	8	0.96991	0.94922	0.994958	850	0	-0.26646	0.73606	0.81464	1	619	0	-0.26646
CD151	ENSG00000177697	CD151	977	CD151	4	0.10083	0.17783	0.620849	280	3	-0.779	0.95891	0.97739	1	839	0	-0.779
CD160	ENSG00000117281	CD160	11126	CD160	8	0.024822	0.070497	0.554294	108	5	-0.76809	0.6991	0.77903	1	583	0	-0.76809
CD1A	ENSG00000158477	CD1A	909	CD1A	7	0.99935	0.99847	1	896	0	0.10596	0.39361	0.45303	1	331	0	0.10596
CD1B	ENSG00000158485	CD1B	910	CD1B	8	0.73733	0.80172	0.986167	724	1	-0.07785	0.37005	0.45133	1	310	0	-0.07785
CD1C	ENSG00000158481	CD1C	911	CD1C	8	0.16072	0.289	0.723813	357	3	-0.45913	0.6801	0.76375	1	564	0	-0.45913
CD1D	ENSG00000158473	CD1D	912	CD1D	7	0.23865	0.37903	0.796388	439	2	-0.2685	0.36161	0.42794	1	302	0	-0.2685
CD1E	ENSG00000158488	CD1E	913	CD1E	8	0.99905	0.99769	1	894	0	0.044474	0.20428	0.22399	1	176	0	0.044474
CD200	ENSG00000091972	CD200	4345	CD200	8	0.093512	0.19246	0.620849	269	3	-0.64131	0.78379	0.8461	1	657	0	-0.64131
CD209	ENSG00000090659	CD209	30835	CD209	7	0.67592	0.74657	0.965714	696	1	-0.16922	0.69731	0.78453	1	581	0	-0.16922
CD226	ENSG00000150637	CD226	10666	CD226	8	0.10406	0.20692	0.631273	286	3	-0.45735	0.00072713	0.0019617	0.441372	3	2	-0.45735
CD244	ENSG00000122223	CD244	51744	CD244	8	0.49277	0.63298	0.907157	623	3	-0.34726	0.80855	0.87169	1	680	0	-0.34726
CD247	ENSG00000198821	CD247	919	CD247	6	0.25792	0.39979	0.797848	461	2	-0.4966	0.2785	0.32912	1	239	0	-0.4966
CD27	ENSG00000139193	CD27	939	CD27	7	0.15696	0.28644	0.723813	351	3	-0.4544	0.14533	0.17347	1	123	0	-0.4544
CD274	ENSG00000120217	CD274	29126	CD274	8	0.71999	0.78917	0.983729	715	2	-0.15993	0.75211	0.8302	1	631	0	-0.15993
CD276	ENSG00000103855	CD276	80381	CD276	8	0.010045	0.037989	0.554294	47	6	-0.50824	0.67367	0.75696	1	557	0	-0.50824
CD28	ENSG00000178562	CD28	940	CD28	8	0.50486	0.64716	0.912675	632	3	-0.28027	0.42611	0.48812	1	363	0	-0.28027
CD300A	ENSG00000167851	CD300A	11314	CD300A	8	0.88113	0.87625	0.987797	791	1	-0.19951	0.80639	0.87168	1	679	0	-0.19951
CD3D	ENSG00000167286	CD3D	915	CD3D	7	0.016348	0.049985	0.554294	76	2	-0.61389	0.13438	0.16734	1	115	0	-0.61389
CD3E	ENSG00000198851	CD3E	916	CD3E	8	0.1083	0.2206	0.663997	292	4	-0.71223	0.61314	0.69295	1	504	0	-0.71223
CD3G	ENSG00000160654	CD3G	917	CD3G	8	0.47429	0.62392	0.907157	606	2	-0.18058	0.048275	0.070801	1	40	1	-0.18058
CD4	ENSG00000010610	CD4	920	CD4	8	0.11252	0.22684	0.665082	301	4	-0.50842	0.018661	0.041264	1	18	1	-0.50842
CD40	ENSG00000101017	CD40	958	CD40	8	0.026377	0.072611	0.554294	111	4	-0.67981	0.50752	0.57239	1	428	0	-0.67981
CD40LG	ENSG00000102245	CD40LG	959	CD40LG	8	0.51236	0.65111	0.91381	637	2	-0.18894	0.44704	0.51301	1	380	0	-0.18894
CD46	ENSG00000117335	CD46	4179	CD46	8	0.96213	0.94089	0.994958	836	1	-0.093726	0.40643	0.47466	1	343	0	-0.093726
CD48	ENSG00000117091	CD48	962	CD48	8	0.11891	0.23088	0.666	309	3	-0.49267	0.10609	0.13599	1	91	0	-0.49267
CD5	ENSG00000110448	CD5	921	CD5	8	0.46789	0.61537	0.907157	598	2	-0.30976	0.14586	0.19117	1	124	0	-0.30976
CD55	ENSG00000196352	CD55	1604	CD55	8	0.63559	0.72565	0.952018	681	2	-0.31189	0.41028	0.48362	1	348	0	-0.31189
CD6	ENSG00000013725	CD6	923	CD6	8	0.44695	0.59439	0.906697	584	2	-0.071991	0.0005084	0.001175	0.441372	1	1	-0.071991
CD74	ENSG00000019582	CD74	972	CD74	7	0.013483	0.04556	0.554294	63	5	-0.93947	0.85349	0.91049	1	719	0	-0.93947
CD79B	ENSG00000007312	CD79B	974	CD79B	6	0.18746	0.30742	0.74576	383	1	-0.33248	0.014782	0.030123	1	15	1	-0.33248
CD80	ENSG00000121594	CD80	941	CD80	8	0.18747	0.32691	0.755922	384	3	-0.4699	0.28762	0.30454	1	247	0	-0.4699
CD84	ENSG00000066294	CD84	8832	CD84	8	0.011923	0.040929	0.554294	56	4	-0.68987	0.56558	0.64364	1	465	0	-0.68987
CD86	ENSG00000114013	CD86	942	CD86	8	0.00558	0.020506	0.554294	33	5	-0.68939	0.36528	0.44703	1	305	0	-0.68939
CD8B	ENSG00000172116	CD8B	926	CD8B	8	0.47647	0.62393	0.907157	607	3	-0.2177	0.58903	0.67534	1	481	0	-0.2177
CD9	ENSG00000010278	CD9	928	CD9	8	0.6146	0.71506	0.948172	676	2	-0.14326	0.1917	0.21138	1	164	0	-0.14326
CDC42	ENSG00000070831	CDC42	998	CDC42	8	0.00013741	0.00045723	0.149336	2	7	-1.2858	0.99697	0.99909	1	890	0	-1.2858
CDH4	ENSG00000179242	CDH4	1002	CDH4	8	0.14851	0.28163	0.723813	336	1	-0.23771	0.35496	0.42301	1	296	0	-0.23771
CDYL	ENSG00000153046	CDYL	9425	CDYL	8	0.17895	0.31627	0.755017	375	3	-0.44874	0.6193	0.69564	1	511	0	-0.44874
CDYL2	ENSG00000166446	CDYL2	124359	CDYL2	8	0.20906	0.35447	0.776908	408	4	-0.41542	0.39865	0.47465	1	337	0	-0.41542
CEACAM1	ENSG00000079385	CEACAM1	634	CEACAM1	8	0.66086	0.74681	0.965714	690	1	-0.30571	0.19759	0.22398	1	169	0	-0.30571
CECR2	ENSG00000099954	CECR2	27443	CECR2	8	0.37592	0.54639	0.882851	549	3	-0.32377	0.28232	0.30453	1	241	0	-0.32377
CFI	ENSG00000205403	CFI	3426	CFI	8	0.99992	0.99977	1	899	0	0.097753	0.38016	0.45134	1	321	0	0.097753
CHD1	ENSG00000153922	CHD1	1105	CHD1	8	0.98996	0.97619	1	879	0	-0.026483	0.20594	0.22399	1	179	0	-0.026483
CHD2	ENSG00000173575	CHD2	1106	CHD2	8	0.0024799	0.013928	0.53507	18	6	-0.79999	0.86739	0.92226	1	737	0	-0.79999
CHD3	ENSG00000170004	CHD3	1107	CHD3	8	0.96552	0.943	0.994958	840	0	-0.10911	0.66283	0.74036	1	546	0	-0.10911
CHD4	ENSG00000111642	CHD4	1108	CHD4	8	0.48543	0.62853	0.907157	614	3	-0.36353	0.27314	0.28577	1	232	0	-0.36353
CHD5	ENSG00000116254	CHD5	26038	CHD5	8	0.20211	0.34509	0.768762	403	4	-0.4756	0.72998	0.81115	1	616	0	-0.4756
CHD6	ENSG00000124177	CHD6	84181	CHD6	8	0.80322	0.84159	0.986167	759	1	-0.18964	0.41412	0.48362	1	352	0	-0.18964
CHD7	ENSG00000171316	CHD7	55636	CHD7	8	0.93601	0.91559	0.994958	818	1	0.052388	0.034554	0.048982	1	31	1	0.052388
CHD8	ENSG00000100888	CHD8	57680	CHD8	8	0.7752	0.82353	0.986167	740	2	-0.20483	0.58245	0.66566	1	477	0	-0.20483
CHD9	ENSG00000177200	CHD9	80205	CHD9	8	0.0072336	0.024341	0.554294	37	4	-0.7789	0.97847	0.98941	1	868	0	-0.7789
CHUK	ENSG00000213341	CHUK	1147	CHUK	8	0.098584	0.20311	0.631273	276	4	-0.6334	0.81422	0.8756	1	683	0	-0.6334
CKS2	ENSG00000123975	CKS2	1164	CKS2	6	0.0055105	0.017743	0.535113	32	3	-0.96133	0.36296	0.42334	1	303	0	-0.96133
CLC	ENSG00000105205	CLC	1178	CLC	8	0.054568	0.12681	0.620849	170	4	-0.70573	0.74172	0.82005	1	622	0	-0.70573
CLEC10A	ENSG00000132514	CLEC10A	10462	CLEC10A	8	0.58567	0.69916	0.939169	668	2	-0.30707	0.81861	0.87943	1	686	0	-0.30707
CLEC4A	ENSG00000111729	CLEC4A	50856	CLEC4A	8	0.030602	0.076839	0.557701	124	3	-0.65148	0.53266	0.5917	1	444	0	-0.65148
CLEC4C	ENSG00000198178	CLEC4C	170482	CLEC4C	8	0.037508	0.098363	0.58247	148	3	-0.68021	0.29814	0.31644	1	255	0	-0.68021
