id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
ABCC8	ENSG00000006071	ABCC8	6833	ABCC8	12	0.20586	0.37234	0.885428	7857	3	-0.050643	0.28399	0.54181	1	9608	3	-0.050643
ABCC9	ENSG00000069431	ABCC9	10060	ABCC9	12	0.49842	0.67047	0.98227	12870	1	-0.00078087	0.44832	0.69964	1	12679	3	-0.00078087
ABCD1	ENSG00000101986	ABCD1	215	ABCD1	12	0.058451	0.13092	0.727048	3277	3	-0.12875	0.31685	0.57067	1	10213	4	-0.12875
ABCD2	ENSG00000173208	ABCD2	225	ABCD2	12	0.29552	0.47923	0.938928	9645	4	-0.043175	0.44607	0.69755	1	12637	4	-0.043175
ABCD3	ENSG00000117528	ABCD3	5825	ABCD3	12	0.070379	0.14959	0.740523	3807	5	-0.080128	0.38726	0.64112	1	11543	3	-0.080128
ABCD4	ENSG00000119688	ABCD4	5826	ABCD4	12	0.64945	0.78738	0.992811	14958	3	0.089963	0.35669	0.60803	1	10994	4	0.089963
ABCE1	ENSG00000164163	ABCE1	6059	ABCE1	12	0.25876	0.4287	0.910054	8902	2	0.33795	0.00084787	0.0039967	0.210858	357	5	0.33795
ABCF1	ENSG00000204574	ABCF1	23	ABCF1	12	0.10306	0.21732	0.845367	4860	4	-0.14319	0.88398	0.93853	1	17329	2	-0.14319
ABCF2	ENSG00000033050	ABCF2	10061	ABCF2	12	0.043249	0.09449	0.672198	2632	5	-0.13809	0.79354	0.89655	1	16451	2	-0.13809
ABCF3	ENSG00000161204	ABCF3	55324	ABCF3	12	0.4514	0.63543	0.977274	12288	2	0.062552	0.51604	0.74549	1	13442	3	0.062552
ABCG1	ENSG00000160179	ABCG1	9619	ABCG1	12	0.21463	0.38155	0.885428	8049	4	-0.070265	0.20414	0.43498	1	7879	2	-0.070265
ABCG2	ENSG00000118777	ABCG2	9429	ABCG2	12	0.78181	0.85554	0.999693	16161	2	0.13042	0.23626	0.48434	1	8696	4	0.13042
ABCG4	ENSG00000172350	ABCG4	64137	ABCG4	12	0.798	0.86409	0.999693	16339	1	0.19989	0.030096	0.096038	0.814584	2224	6	0.19989
ABCG5	ENSG00000138075	ABCG5	64240	ABCG5	12	0.84097	0.89094	1	16790	1	0.10544	0.26893	0.5269	1	9317	4	0.10544
ABCG8	ENSG00000143921	ABCG8	64241	ABCG8	12	0.057826	0.13017	0.727048	3251	5	-0.14345	0.97895	0.97807	1	18287	1	-0.14345
ABHD1	ENSG00000143994	ABHD1	84696	ABHD1	12	0.85335	0.90111	1	16939	2	0.0006295	0.34443	0.5957	1	10718	2	0.0006295
ABHD10	ENSG00000144827	ABHD10	55347	ABHD10	12	0.17929	0.34179	0.885428	7194	5	-0.18924	0.98935	0.98951	1	18522	0	-0.18924
ABHD11	ENSG00000106077	ABHD11	83451	ABHD11	12	0.61958	0.76927	0.992811	14527	1	0.0511	0.014365	0.047535	0.649107	1385	5	0.0511
ABHD12	ENSG00000100997	ABHD12	26090	ABHD12	12	0.35603	0.55197	0.961446	10830	3	0.00019736	0.55467	0.76838	1	13901	3	0.00019736
ABHD12B	ENSG00000131969	ABHD12B	145447	ABHD12B	12	0.30028	0.49133	0.952331	9741	1	-0.011789	0.73155	0.86871	1	15918	2	-0.011789
ABHD13	ENSG00000139826	ABHD13	84945	ABHD13	12	0.11677	0.24477	0.873346	5279	5	-0.16278	0.78954	0.89487	1	16409	2	-0.16278
ABHD14A	ENSG00000248487	ABHD14A	25864	ABHD14A	12	0.24666	0.41432	0.901885	8667	4	-0.12859	0.66227	0.83665	1	15221	2	-0.12859
ABHD14B	ENSG00000114779	ABHD14B	84836	ABHD14B	12	0.011967	0.028236	0.474523	1123	3	-0.056968	0.62816	0.81943	1	14741	2	-0.056968
ABHD15	ENSG00000168792	ABHD15	116236	ABHD15	12	0.60256	0.75289	0.992811	14273	1	0.12942	0.1821	0.39374	1	7284	4	0.12942
ABHD16A	ENSG00000204427	ABHD16A	7920	ABHD16A	12	0.26308	0.43331	0.911074	8998	3	-0.10868	0.4108	0.66058	1	11997	3	-0.10868
ABHD16B	ENSG00000183260	ABHD16B	140701	ABHD16B	12	0.59909	0.7515	0.992811	14237	2	0.021041	0.1277	0.31486	1	5772	5	0.021041
ABHD17A	ENSG00000129968	ABHD17A	81926	ABHD17A	12	0.0010404	0.0027076	0.14464	353	6	-0.2007	0.98992	0.9904	1	18540	0	-0.2007
ABHD17B	ENSG00000107362	ABHD17B	51104	ABHD17B	12	0.99977	0.99972	1	18875	0	0.28017	0.0048487	0.018797	0.458782	774	8	0.28017
ABHD17C	ENSG00000136379	ABHD17C	58489	ABHD17C	12	0.79574	0.86327	0.999693	16312	2	-0.034176	0.79563	0.89746	1	16466	2	-0.034176
ABHD2	ENSG00000140526	ABHD2	11057	ABHD2	12	0.56119	0.7191	0.991232	13714	2	-0.029454	0.8616	0.92707	1	17067	2	-0.029454
ABHD3	ENSG00000158201	ABHD3	171586	ABHD3	12	0.26456	0.43535	0.912422	9026	3	0.047397	0.44628	0.69755	1	12638	3	0.047397
ABHD4	ENSG00000100439	ABHD4	63874	ABHD4	12	0.8656	0.91061	1	17101	2	-0.046719	0.76988	0.88796	1	16215	1	-0.046719
ABHD5	ENSG00000011198	ABHD5	51099	ABHD5	12	0.44606	0.634	0.977274	12209	3	-0.07572	0.71033	0.864	1	15769	2	-0.07572
ABHD6	ENSG00000163686	ABHD6	57406	ABHD6	12	0.007111	0.018066	0.399724	855	7	-0.27459	0.52278	0.74947	1	13520	3	-0.27459
ABHD8	ENSG00000127220	ABHD8	79575	ABHD8	12	0.21986	0.38508	0.885428	8161	4	-0.029925	0.17653	0.38446	1	7126	2	-0.029925
ABI1	ENSG00000136754	ABI1	10006	ABI1	12	0.11346	0.23379	0.852678	5171	5	-0.074473	0.11236	0.28549	1	5358	1	-0.074473
ABI2	ENSG00000138443	ABI2	10152	ABI2	12	0.054759	0.12165	0.727048	3126	3	-0.10135	0.35607	0.60802	1	10977	2	-0.10135
ABI3	ENSG00000108798	ABI3	51225	ABI3	12	0.070368	0.14959	0.740523	3806	4	0.0094017	0.47485	0.72098	1	12991	3	0.0094017
ABI3BP	ENSG00000154175	ABI3BP	25890	ABI3BP	12	0.069497	0.14872	0.740523	3765	4	-0.055709	0.11218	0.28521	1	5353	4	-0.055709
ABL1	ENSG00000097007	ABL1	25	ABL1	12	0.38877	0.59278	0.973096	11466	3	0.075694	0.25775	0.51447	1	9100	4	0.075694
ABL2	ENSG00000143322	ABL2	27	ABL2	12	0.6177	0.76838	0.992811	14496	3	0.070636	0.96865	0.97115	1	18086	1	0.070636
ABLIM1	ENSG00000099204	ABLIM1	3983	ABLIM1	12	0.64708	0.78557	0.992811	14928	2	-0.10593	0.57668	0.78607	1	14141	2	-0.10593
ABLIM2	ENSG00000163995	ABLIM2	84448	ABLIM2	12	0.094963	0.19777	0.810481	4605	3	-0.12914	0.49849	0.73452	1	13230	3	-0.12914
ABLIM3	ENSG00000173210	ABLIM3	22885	ABLIM3	12	0.27305	0.45042	0.924964	9174	3	0.020975	0.92444	0.95139	1	17641	1	0.020975
ABO	ENSG00000175164	ABO	28	ABO	12	0.53931	0.7007	0.987513	13423	3	-0.02049	0.11667	0.29272	1	5473	2	-0.02049
ABR	ENSG00000159842	ABR	29	ABR	12	0.41644	0.61557	0.977274	11867	2	0.098216	0.18018	0.39155	1	7228	5	0.098216
ABRA	ENSG00000174429	ABRA	137735	ABRA	12	0.72358	0.82699	0.999693	15593	2	-0.0011306	0.50508	0.73747	1	13317	3	-0.0011306
ABRACL	ENSG00000146386	ABRACL	58527	ABRACL	12	0.068732	0.14781	0.740523	3725	6	-0.18985	0.9998	0.99984	1	18868	0	-0.18985
ABT1	ENSG00000146109	ABT1	29777	ABT1	12	0.12448	0.26289	0.880067	5529	2	0.084051	0.13479	0.32722	1	5960	5	0.084051
ABTB1	ENSG00000114626	ABTB1	80325	ABTB1	12	0.97419	0.96498	1	18135	1	-0.065342	0.2013	0.42814	1	7801	2	-0.065342
ABTB2	ENSG00000166016	ABTB2	25841	ABTB2	12	0.56328	0.72136	0.991396	13745	3	-0.10528	0.66243	0.83705	1	15223	1	-0.10528
ACAA1	ENSG00000060971	ACAA1	30	ACAA1	12	0.32344	0.52398	0.957788	10178	2	0.17371	0.068631	0.19311	0.944484	3857	6	0.17371
ACAA2	ENSG00000167315	ACAA2	10449	ACAA2	12	0.70175	0.818	0.999693	15409	2	-0.032373	0.061596	0.17054	0.902749	3574	4	-0.032373
ACACA	ENSG00000278540	ACACA	31	ACACA	12	0.043194	0.09449	0.672198	2629	5	-0.014227	0.22032	0.45841	1	8313	3	-0.014227
ACACB	ENSG00000076555	ACACB	32	ACACB	12	0.11695	0.24477	0.873346	5284	3	0.10233	0.23323	0.47872	1	8635	3	0.10233
ACAD10	ENSG00000111271	ACAD10	80724	ACAD10	12	0.70596	0.82076	0.999693	15444	1	0.026139	0.64636	0.82965	1	15018	3	0.026139
ACAD11	ENSG00000240303	ACAD11	84129	ACAD11	12	0.55336	0.71366	0.990636	13611	3	-0.086897	0.57841	0.78776	1	14168	3	-0.086897
ACAD8	ENSG00000151498	ACAD8	27034	ACAD8	12	0.072298	0.15623	0.760467	3865	4	-0.078545	0.18681	0.4004	1	7402	3	-0.078545
ACAD9	ENSG00000177646	ACAD9	28976	ACAD9	12	0.53393	0.69529	0.985066	13343	3	0.023074	0.72533	0.86718	1	15875	1	0.023074
ACADL	ENSG00000115361	ACADL	33	ACADL	12	0.60751	0.75753	0.992811	14351	2	0.14166	0.12026	0.29829	1	5583	4	0.14166
ACADM	ENSG00000117054	ACADM	34	ACADM	12	0.07686	0.16211	0.763841	4010	3	-0.030643	0.26591	0.52372	1	9265	4	-0.030643
ACADS	ENSG00000122971	ACADS	35	ACADS	12	0.43634	0.62789	0.977274	12095	2	0.21039	0.039558	0.12604	0.893348	2626	6	0.21039
ACADSB	ENSG00000196177	ACADSB	36	ACADSB	12	0.42488	0.62129	0.977274	11962	2	-0.032085	0.6361	0.82465	1	14870	2	-0.032085
ACADVL	ENSG00000072778	ACADVL	37	ACADVL	12	0.1824	0.34905	0.885428	7292	2	0.066432	0.16183	0.36548	1	6729	5	0.066432
ACAN	ENSG00000157766	ACAN	176	ACAN	12	0.19858	0.365	0.885428	7700	4	-0.13056	0.69376	0.8546	1	15610	2	-0.13056
ACAP1	ENSG00000072818	ACAP1	9744	ACAP1	12	0.10507	0.22108	0.84573	4918	3	-0.058007	0.13387	0.32604	1	5938	5	-0.058007
ACAP2	ENSG00000114331	ACAP2	23527	ACAP2	12	0.33346	0.5317	0.957788	10358	4	-0.088821	0.99155	0.99191	1	18583	0	-0.088821
ACAP3	ENSG00000131584	ACAP3	116983	ACAP3	12	0.9809	0.97415	1	18329	0	-0.081822	0.41267	0.66365	1	12026	1	-0.081822
ACAT1	ENSG00000075239	ACAT1	38	ACAT1	12	0.087492	0.18005	0.784302	4344	3	0.038028	0.33114	0.58288	1	10482	4	0.038028
ACAT2	ENSG00000120437	ACAT2	39	ACAT2	12	0.018109	0.042605	0.545602	1476	6	-0.17411	0.58163	0.78949	1	14199	3	-0.17411
ACBD3	ENSG00000182827	ACBD3	64746	ACBD3	12	0.023063	0.053872	0.582532	1736	6	-0.19549	0.96354	0.96801	1	17997	1	-0.19549
ACBD4	ENSG00000181513	ACBD4	79777	ACBD4	12	0.38126	0.58621	0.973096	11309	3	-0.018886	0.31844	0.573	1	10241	2	-0.018886
ACBD5	ENSG00000107897	ACBD5	91452	ACBD5	12	0.12983	0.27218	0.880067	5703	3	0.00070275	0.88193	0.93761	1	17303	2	0.00070275
ACBD6	ENSG00000230124	ACBD6	84320	ACBD6	12	0.8549	0.90301	1	16963	1	0.1679	0.080065	0.22164	0.969238	4296	5	0.1679
ACBD7	ENSG00000176244	ACBD7	414149	ACBD7	12	0.28037	0.45901	0.924964	9322	4	-0.064054	0.96849	0.97115	1	18083	1	-0.064054
ACCS	ENSG00000110455	ACCS	84680	ACCS	12	0.022431	0.052371	0.582532	1701	5	-0.072929	0.5582	0.77073	1	13943	3	-0.072929
ACCSL	ENSG00000205126	ACCSL	390110	ACCSL	12	0.97806	0.96923	1	18251	0	0.029626	0.96263	0.96719	1	17984	1	0.029626
ACD	ENSG00000102977	ACD	65057	ACD	12	0.95807	0.94842	1	17851	1	0.056606	0.096457	0.25388	0.977518	4897	5	0.056606
ACE	ENSG00000159640	ACE	1636	ACE	12	0.99832	0.99773	1	18807	0	0.11649	0.058766	0.1637	0.89356	3446	4	0.11649
ACE2	ENSG00000130234	ACE2	59272	ACE2	12	0.35026	0.54488	0.957788	10721	3	-0.10948	0.98199	0.98107	1	18363	0	-0.10948
ACER1	ENSG00000167769	ACER1	125981	ACER1	12	0.34695	0.54237	0.957788	10641	3	-0.019169	0.82258	0.90778	1	16690	1	-0.019169
ACER2	ENSG00000177076	ACER2	340485	ACER2	12	0.27695	0.45725	0.924964	9250	4	-0.10081	0.23609	0.48332	1	8693	4	-0.10081
ACER3	ENSG00000078124	ACER3	55331	ACER3	12	0.31685	0.51333	0.957788	10050	4	-0.091256	0.196	0.41695	1	7661	3	-0.091256
ACHE	ENSG00000087085	ACHE	43	ACHE	12	0.20615	0.37302	0.885428	7865	4	-0.105	0.27713	0.53556	1	9492	3	-0.105
ACIN1	ENSG00000100813	ACIN1	22985	ACIN1	12	0.0022895	0.0054814	0.209308	495	7	-0.28127	0.88953	0.94204	1	17409	1	-0.28127
ACKR1	ENSG00000213088	ACKR1	2532	ACKR1	12	0.16123	0.31309	0.881661	6695	5	-0.14641	0.31109	0.56295	1	10104	3	-0.14641
ACKR2	ENSG00000144648	ACKR2	1238	ACKR2	12	0.56341	0.72136	0.991396	13748	3	0.096667	0.76336	0.88631	1	16158	2	0.096667
ACKR3	ENSG00000144476	ACKR3	57007	ACKR3	12	0.13696	0.2793	0.880067	5952	5	-0.1428	0.37905	0.63542	1	11404	2	-0.1428
ACKR4	ENSG00000129048	ACKR4	51554	ACKR4	12	0.43508	0.62789	0.977274	12074	3	0.036191	0.040147	0.12635	0.893348	2663	4	0.036191
ACLY	ENSG00000131473	ACLY	47	ACLY	12	0.14001	0.28148	0.880067	6038	4	-0.14815	0.99366	0.99435	1	18645	0	-0.14815
ACMSD	ENSG00000153086	ACMSD	130013	ACMSD	12	0.98394	0.97676	1	18416	0	0.10259	0.35904	0.6114	1	11038	4	0.10259
ACO1	ENSG00000122729	ACO1	48	ACO1	12	0.061161	0.13554	0.727048	3407	3	0.017078	0.59368	0.79768	1	14354	3	0.017078
ACO2	ENSG00000100412	ACO2	50	ACO2	12	0.101	0.21541	0.845367	4800	4	0.054267	0.96562	0.96954	1	18029	1	0.054267
ACOD1	ENSG00000102794	ACOD1	730249	ACOD1	12	0.64294	0.78279	0.992811	14856	3	-0.058691	0.64793	0.82992	1	15044	2	-0.058691
ACOT1	ENSG00000184227	ACOT1	641371	ACOT1	12	0.41425	0.61315	0.977274	11841	3	0.10427	0.70349	0.86137	1	15730	2	0.10427
ACOT11	ENSG00000162390	ACOT11	26027	ACOT11	12	0.46525	0.64912	0.98227	12468	2	0.043628	0.45223	0.70305	1	12732	3	0.043628
ACOT12	ENSG00000172497	ACOT12	134526	ACOT12	12	0.8511	0.90008	1	16908	1	0.04772	0.1146	0.29026	1	5413	3	0.04772
ACOT13	ENSG00000112304	ACOT13	55856	ACOT13	12	0.1689	0.32394	0.885428	6893	4	-0.07352	0.64674	0.82965	1	15024	2	-0.07352
ACOT2	ENSG00000119673	ACOT2	10965	ACOT2	12	0.021771	0.050873	0.57537	1666	5	-0.12481	0.24882	0.49902	1	8928	3	-0.12481
ACOT4	ENSG00000177465	ACOT4	122970	ACOT4	12	0.88291	0.91761	1	17212	1	0.055152	0.44334	0.69545	1	12587	3	0.055152
ACOT6	ENSG00000205669	ACOT6	641372	ACOT6	12	0.01443	0.034807	0.517812	1245	7	-0.23711	0.16613	0.37049	1	6872	1	-0.23711
ACOT7	ENSG00000097021	ACOT7	11332	ACOT7	12	0.0033532	0.0086205	0.278164	583	7	-0.25715	0.15936	0.36327	1	6664	3	-0.25715
ACOT8	ENSG00000101473	ACOT8	10005	ACOT8	12	0.20879	0.3767	0.885428	7923	2	0.015766	0.22023	0.45841	1	8308	5	0.015766
ACOT9	ENSG00000123130	ACOT9	23597	ACOT9	12	0.37243	0.57341	0.970715	11145	3	0.081801	0.084024	0.22983	0.969238	4438	5	0.081801
ACOX1	ENSG00000161533	ACOX1	51	ACOX1	12	0.95998	0.94954	1	17887	1	0.079419	0.27888	0.53594	1	9533	4	0.079419
ACOX2	ENSG00000168306	ACOX2	8309	ACOX2	12	0.25367	0.42478	0.90928	8805	4	-0.091177	0.21734	0.45051	1	8223	4	-0.091177
ACOX3	ENSG00000087008	ACOX3	8310	ACOX3	12	0.047674	0.10889	0.720212	2825	4	-0.043413	0.34321	0.59411	1	10696	3	-0.043413
ACOXL	ENSG00000153093	ACOXL	55289	ACOXL	12	0.61441	0.76488	0.992811	14456	2	0.069551	0.23399	0.47872	1	8650	3	0.069551
ACP1	ENSG00000143727	ACP1	52	ACP1	12	0.84878	0.89825	1	16884	2	0.00357	0.22055	0.45841	1	8324	3	0.00357
ACP2	ENSG00000134575	ACP2	53	ACP2	12	0.37641	0.58118	0.973096	11217	3	-0.049435	0.16962	0.37457	1	6959	2	-0.049435
ACP5	ENSG00000102575	ACP5	54	ACP5	12	0.57829	0.73129	0.991396	13944	3	-0.073725	0.92233	0.95024	1	17627	1	-0.073725
ACP6	ENSG00000162836	ACP6	51205	ACP6	12	0.85833	0.90628	1	17005	1	0.088091	0.30627	0.5595	1	10020	4	0.088091
